[emotion];[number];[valence];[arousal];[prob. anger];[prob. disgust];[prob. fear];[prob. joy];[prob. sadness];[prob. surprise];[prob. neutral]
disgust;187;4.6;5;0.13;0.4;0;0.07;0.07;0.07;0.27
anger;187;5.5;5.7;0.2;0;0.43;0.13;0;0.07;0.17
sadness;187;3.9;5.6;0;0.133333;0.07;0;0.43;0;0.37
fear;187;2.3;5.7;0.13;0.2;0.33;0;0.17;0.17;0
surprise;187;5.9;6.6;0;0;0.13;0.33;0.07;0.13;0.33
disgust;188;2.9;5.1;0.07;0.233333;0.23;0.07;0.1;0.03;0.27
anger;188;4.3;5.7;0.07;0.033333;0;0.07;0.33;0;0.5
fear;188;2.3;4.6;0.17;0.1;0.4;0;0.13;0.07;0.13
joy;187;7.8;5;0;0;0;0.53;0;0.27;0.2
surprise;188;6.7;5.5;0;0;0;0.5;0;0.3;0.2
fear;189;3.6;5.4;0.13;0.066667;0.37;0.17;0.07;0.07;0.13
anger;189;4.8;5.9;0.07;0;0.52;0.09;0.03;0.16;0.13
disgust;189;4.5;4;0.02;0.422222;0.02;0;0;0.03;0.5
sadness;188;4.8;4.8;0;0;0.06;0.16;0.57;0.02;0.2
joy;188;6.1;5.7;0;0.166667;0;0.27;0;0.2;0.37
joy;189;6.2;5.3;0;0.066667;0;0.53;0;0.13;0.27
surprise;189;7.5;5.9;0;0;0.03;0.6;0;0.23;0.13
sadness;189;4.1;4.7;0;0.033333;0;0;0.67;0.1;0.2
anger;190;5;6.2;0.07;0.133333;0.2;0.33;0;0.23;0.03
surprise;190;7.2;5;0;0;0;0.6;0;0.27;0.13
fear;190;2.5;3.9;0.07;0.227778;0.14;0;0.56;0;0
disgust;190;3.2;4.2;0;0.333333;0.23;0.07;0.03;0.07;0.27
fear;191;4;3.8;0;0.1;0.1;0.1;0.4;0;0.3
disgust;191;1.9;4.7;0;0.477778;0.11;0;0.31;0.07;0.03
anger;191;6.1;5.5;0;0;0;0.73;0.03;0.07;0.17
joy;190;7.4;5.9;0;0;0;0.57;0.07;0.23;0.13
sadness;190;1.9;4.5;0.12;0.033333;0.22;0;0.62;0;0
disgust;192;2.5;4.9;0.13;0.566667;0;0;0.03;0;0.27
surprise;191;7.4;7.4;0;0;0;0.37;0;0.23;0.4
anger;192;4.7;5.6;0.1;0;0.3;0;0.33;0;0.27
joy;191;6.5;5.6;0;0;0;0.33;0;0.37;0.3
sadness;191;3.2;5.5;0.02;0.022222;0.16;0;0.71;0;0.09
surprise;192;7;6.4;0.13;0;0;0.4;0;0.17;0.3
fear;192;5;5.6;0.03;0.1;0.47;0;0;0.2;0.2
joy;192;7.6;5.9;0;0;0;0.63;0;0.1;0.27
sadness;192;2.7;5.1;0;0.033333;0.03;0;0.8;0;0.13
fear;193;6;4.1;0.07;0;0;0.33;0.03;0.03;0.53
fear;194;6.2;5.2;0.02;0;0.29;0.13;0;0.39;0.17
sadness;193;4.3;4;0;0.033333;0.06;0;0.62;0.07;0.22
anger;193;3.2;5.7;0.63;0.1;0.23;0.03;0;0;0
disgust;193;6.1;5;0;0.266667;0;0.37;0;0.03;0.33
anger;194;2.7;7;0.12;0.122222;0.52;0;0.23;0;0
surprise;193;8.3;4.7;0;0;0;0.67;0.07;0.13;0.13
disgust;194;4.8;5.1;0;0.266667;0;0.2;0.07;0.23;0.23
joy;193;7.9;4.9;0;0;0;0.83;0;0.1;0.07
surprise;194;6.9;6.9;0.03;0;0;0.33;0.03;0.23;0.37
sadness;194;2.4;4.9;0;0;0.07;0;0.87;0;0.07
joy;194;7;7.2;0;0;0;0.43;0;0.37;0.2
joy;195;6.4;6.1;0;0;0;0.37;0.07;0.17;0.4
surprise;195;7;6.8;0;0;0;0.49;0.07;0.22;0.22
sadness;195;4.7;5.2;0;0;0.03;0.33;0.23;0.07;0.33
anger;195;7;7;0;0;0;0.37;0.03;0.23;0.37
disgust;195;2;4.8;0;0.5;0.1;0;0.27;0.13;0
fear;195;6.2;5.7;0;0;0;0.33;0.07;0.13;0.47
anger;196;5.5;4.6;0;0;0.1;0.16;0.2;0.19;0.36
disgust;196;2.8;4.4;0.12;0.427778;0.08;0.02;0.08;0.06;0.21
sadness;196;2.3;5.1;0.02;0.077778;0.41;0.02;0.38;0.06;0.03
anger;197;5;5.3;0.13;0;0.19;0.19;0;0.19;0.3
disgust;197;4.6;4.2;0.09;0.211111;0.03;0.07;0.06;0.04;0.5
surprise;196;7.4;4.9;0.1;0;0.03;0.66;0;0.12;0.09
fear;196;4.3;3.3;0.07;0.155556;0.16;0.06;0.16;0.08;0.33
fear;197;1.7;5.8;0.17;0.066667;0.57;0;0.17;0.02;0
joy;196;6.9;5.7;0.07;0;0.03;0.33;0;0.3;0.27
surprise;197;6.2;4.6;0.07;0;0.03;0.27;0.2;0.07;0.37
joy;197;7.8;5.2;0;0;0;0.69;0.02;0.22;0.07
fear;198;1.6;5.8;0.03;0.111111;0.58;0;0.09;0.12;0.07
joy;198;7.8;3.8;0;0;0;0.67;0;0.27;0.07
anger;198;6.2;5.8;0.1;0;0.22;0.22;0.12;0.18;0.17
disgust;198;1.8;5.6;0.12;0.5;0.02;0;0.22;0;0.13
sadness;197;3.8;5.2;0;0;0.19;0.07;0.49;0.12;0.13
surprise;198;7.5;5.5;0;0;0;0.63;0;0.23;0.13
sadness;198;2.5;4.7;0;0;0.13;0;0.8;0.03;0.03
joy;199;6.2;4;0;0;0;0.23;0.07;0.07;0.63
disgust;199;1.6;5.2;0.02;0.483333;0.25;0;0.25;0;0
fear;199;2.9;4.6;0;0.133333;0.4;0;0.2;0;0.27
sadness;199;3.5;3.4;0.03;0.066667;0;0.07;0.77;0;0.07
surprise;199;6.3;3.9;0;0;0;0.43;0.1;0.07;0.4
anger;199;4.2;5.3;0.34;0;0.15;0;0.18;0.16;0.17
disgust;200;2.3;5.2;0.22;0.377778;0.11;0;0.09;0;0.2
fear;200;6.4;4;0;0;0;0.53;0.1;0.03;0.33
anger;200;4.4;5.5;0;0;0.47;0.1;0;0.33;0.1
sadness;200;2.4;5.9;0.02;0.1;0.52;0;0.32;0;0.03
joy;200;6.7;3.2;0;0;0.03;0.63;0;0.03;0.3
fear;201;4.6;5.6;0.1;0;0.2;0.13;0.2;0;0.37
surprise;200;7.1;6.2;0;0;0.07;0.53;0;0.3;0.1
joy;201;5.5;5.2;0;0.033333;0;0.53;0.13;0.07;0.23
anger;201;5;4.8;0;0;0.13;0.33;0.03;0;0.5
disgust;201;3.6;4.4;0.02;0.2;0.16;0.23;0.09;0;0.3
sadness;201;3.2;4.9;0.03;0;0.07;0.07;0.77;0;0.07
surprise;201;7.3;6.4;0;0;0;0.73;0;0.17;0.1
disgust;202;3.4;4.4;0;0.366667;0;0;0.23;0;0.4
sadness;202;3.7;3.6;0;0;0.07;0;0.73;0;0.2
fear;202;4.8;5.5;0.02;0;0.39;0.03;0.12;0.17;0.27
anger;202;1.6;5.2;0.08;0.233333;0.33;0;0.2;0.02;0.13
joy;202;5.5;5.1;0;0.066667;0;0.37;0;0.1;0.47
disgust;203;3.8;5.3;0.03;0.333333;0.13;0.03;0;0.03;0.43
surprise;202;6.6;5;0;0.066667;0;0.53;0;0.23;0.17
anger;203;3.1;4.4;0.03;0.366667;0;0;0.23;0.13;0.23
fear;203;4.9;4.8;0;0.233333;0.26;0.02;0;0.09;0.4
fear;204;1.8;5.3;0.47;0;0.47;0;0;0;0.07
disgust;204;4.2;4.8;0;0.333333;0;0.07;0;0.03;0.57
surprise;203;5.7;4.7;0;0;0;0.29;0.37;0.12;0.22
joy;203;7.5;4.9;0;0;0;0.6;0;0.1;0.3
anger;204;4.7;5.4;0.03;0.1;0;0.1;0;0.2;0.57
sadness;203;3.6;4;0.02;0.016667;0.08;0;0.65;0;0.23
sadness;204;1.8;4.3;0.07;0.033333;0.13;0;0.63;0;0.13
surprise;204;7.7;6.5;0;0;0;0.7;0;0.3;0
joy;204;7.3;4.8;0;0;0;0.67;0;0.17;0.17
disgust;205;2.9;5;0.1;0.366667;0.33;0;0.07;0;0.13
disgust;206;2.3;4.5;0;0.566667;0.13;0;0.13;0;0.17
surprise;205;7.6;6.7;0.07;0;0;0.47;0;0.33;0.13
anger;205;6;5.2;0;0.066667;0.2;0.17;0.07;0.1;0.4
joy;205;5.7;5.4;0;0.066667;0;0.2;0;0;0.73
anger;206;5.7;5.8;0;0.033333;0.03;0.27;0.13;0;0.53
sadness;205;2.8;4.7;0;0.033333;0.03;0;0.77;0;0.17
fear;205;4.6;4.8;0;0.033333;0.4;0.17;0.1;0.07;0.23
fear;206;3.5;5.3;0;0.033333;0.57;0;0.07;0.13;0.2
joy;206;6.7;5.3;0;0;0.07;0.53;0;0.13;0.27
joy;207;6.1;4.7;0;0.2;0;0.23;0;0.13;0.43
sadness;206;5;4.5;0;0;0;0.02;0.62;0.19;0.17
sadness;207;4;3.6;0;0.022222;0;0;0.66;0.02;0.3
surprise;206;6;5.5;0.02;0.033333;0.12;0.27;0.07;0.22;0.27
anger;207;5;5.7;0.07;0;0.33;0.07;0.1;0.3;0.13
surprise;207;7.3;7.2;0;0;0.02;0.59;0;0.36;0.03
disgust;207;1.6;3.5;0;0.711111;0.16;0;0.02;0.04;0.07
fear;207;2.9;4.3;0.02;0.411111;0.24;0;0.17;0.09;0.07
surprise;208;7.9;6.9;0;0;0;0.67;0;0.27;0.07
joy;208;8.5;5.2;0;0.022222;0;0.72;0;0.19;0.07
disgust;208;1.9;4.3;0.1;0.533333;0;0;0.1;0;0.27
sadness;208;4.8;4.6;0;0.066667;0;0.07;0.2;0;0.67
fear;208;4.9;4.1;0;0;0.4;0.17;0.17;0.03;0.23
fear;209;5.6;5.4;0;0;0.13;0.17;0.07;0.1;0.53
anger;208;6.3;5;0;0;0.07;0.33;0.07;0.27;0.27
disgust;209;3.6;4.4;0.07;0.266667;0.07;0;0.17;0.03;0.4
anger;209;2.7;6.2;0.39;0.1;0.26;0;0.12;0;0.13
sadness;209;3.3;3.9;0;0.1;0.1;0.02;0.66;0.07;0.06
anger;210;3.3;5.6;0.33;0.1;0.43;0;0.03;0.07;0.03
disgust;210;3.2;5.8;0.1;0.535556;0.2;0.07;0.01;0.01;0.07
surprise;209;6.6;4.2;0;0.066667;0.07;0.32;0.07;0.26;0.22
surprise;210;7.2;4.5;0;0;0;0.62;0;0.16;0.22
fear;210;3.9;4.5;0.07;0.133333;0.17;0.13;0.03;0.07;0.4
joy;209;7.3;4.8;0.07;0;0;0.43;0;0.37;0.13
joy;210;8;3.9;0;0;0.03;0.7;0;0.2;0.07
sadness;210;4;5.1;0.07;0.022222;0.09;0.03;0.66;0;0.13
joy;211;7.2;5.6;0;0.066667;0;0.5;0;0.13;0.3
fear;211;2.3;4.5;0.47;0.066667;0.17;0;0.23;0;0.07
anger;211;4.3;4.9;0.67;0.066667;0.1;0;0.03;0.07;0.07
sadness;211;6.4;5.6;0;0.133333;0;0.27;0.07;0.23;0.3
surprise;211;7.3;5.9;0;0.066667;0;0.5;0.07;0.17;0.2
anger;212;4.2;4.2;0.07;0.1;0.1;0.2;0.03;0.17;0.33
disgust;211;4;5;0.07;0.266667;0.2;0.07;0.13;0.13;0.13
disgust;212;1.6;4.4;0.1;0.566667;0.13;0;0.13;0.07;0
fear;212;3.8;5;0.07;0.066667;0.53;0;0.2;0;0.13
anger;213;6.5;5.1;0.13;0.066667;0.13;0.3;0;0.33;0.03
disgust;213;4.5;4.7;0.07;0.433333;0.07;0;0.17;0.07;0.2
fear;213;3.9;4.5;0;0.055556;0.41;0.17;0.09;0.14;0.13
surprise;212;7.9;5.4;0;0;0.07;0.57;0;0.3;0.07
sadness;212;6.7;5.8;0;0;0;0.47;0.03;0.23;0.27
joy;212;7.5;5.8;0;0.088889;0.07;0.56;0;0.13;0.16
surprise;213;6.9;5.5;0;0;0;0.43;0.1;0.33;0.13
joy;213;5.8;6.1;0;0;0.12;0.32;0.1;0.42;0.03
sadness;213;7.4;5.5;0;0;0;0.62;0.12;0.19;0.07
fear;214;1.9;4.4;0.1;0.155556;0.66;0;0.02;0;0.07
anger;214;4.6;5.5;0.02;0.055556;0.06;0.2;0.17;0.1;0.4
disgust;214;3.1;4.2;0;0.333333;0.03;0;0.23;0;0.4
fear;215;5.3;5;0;0;0.16;0.36;0.13;0.16;0.2
surprise;214;6.6;5.5;0;0.066667;0.07;0.37;0.07;0.2;0.23
anger;215;5.3;5.7;0;0.033333;0.43;0.07;0.07;0.2;0.2
sadness;214;3.9;4.9;0.03;0.166667;0.1;0.07;0.1;0.03;0.5
disgust;215;1.9;4.4;0.12;0.688889;0.03;0;0.06;0;0.1
joy;214;6.9;5.7;0;0;0.03;0.53;0;0.2;0.23
anger;216;6.2;5.7;0.09;0.033333;0.07;0.32;0.13;0.09;0.27
surprise;215;7.7;6.5;0;0;0;0.6;0.07;0.2;0.13
joy;215;5.8;6.3;0;0;0.1;0.7;0;0.13;0.07
disgust;216;4.8;5.4;0;0.233333;0;0.33;0;0.13;0.3
sadness;215;3.7;5.2;0.02;0.022222;0.1;0.03;0.79;0.03;0
fear;216;3.4;5.3;0.03;0;0.2;0;0.7;0;0.07
joy;216;7.7;6.4;0;0;0;0.6;0.07;0.27;0.07
sadness;216;4;4.5;0.07;0.088889;0.1;0;0.52;0.16;0.07
surprise;216;6.8;5;0;0.066667;0.07;0.6;0;0.1;0.17
disgust;217;2.5;4.7;0.02;0.616667;0.08;0;0.02;0.07;0.2
anger;217;5.1;4.2;0;0.066667;0.17;0.3;0.1;0.1;0.27
sadness;217;5.6;3.7;0;0;0;0.4;0.3;0.03;0.27
disgust;218;1.6;4.7;0.03;0.7;0.07;0;0.17;0;0.03
fear;217;4.8;3.9;0.07;0.066667;0.13;0;0.13;0.13;0.47
fear;218;3.6;3.6;0;0.066667;0.3;0;0.33;0.07;0.23
joy;217;8.4;5.1;0;0;0;0.72;0;0.16;0.12
surprise;217;7.3;3.6;0;0;0.07;0.53;0;0.27;0.13
anger;218;5.8;4;0;0;0.33;0.03;0.2;0;0.43
sadness;218;2.9;5.1;0;0.1;0.23;0;0.4;0;0.27
anger;219;4.5;4.5;0;0.066667;0.2;0;0.5;0.07;0.17
disgust;219;3.5;4.9;0.03;0.5;0.17;0;0.03;0.03;0.23
surprise;218;7.5;5.5;0;0;0;0.57;0;0.2;0.23
sadness;219;3.6;4.6;0;0.066667;0;0;0.8;0;0.13
surprise;219;7.1;6.6;0;0;0;0.5;0;0.4;0.1
fear;219;3.6;4.3;0;0.066667;0.03;0;0.77;0;0.13
joy;218;6.6;5.1;0;0.066667;0;0.67;0;0.13;0.13
joy;219;7.4;6.4;0;0.066667;0;0.6;0;0.2;0.13
anger;220;2.7;5.2;0.3;0.066667;0.63;0;0;0;0
anger;221;3.9;6.1;0;0.066667;0.53;0.07;0.07;0.27;0
disgust;220;3;3.5;0;0.633333;0;0.07;0.07;0;0.23
fear;220;3.6;4.4;0;0;0.53;0.17;0.07;0.03;0.2
fear;221;3.3;3.9;0;0;0.3;0.23;0.23;0.03;0.2
disgust;221;2.5;3.9;0;0.466667;0;0.07;0.07;0;0.4
joy;220;6.1;4.7;0;0.066667;0;0.59;0;0.06;0.29
sadness;220;4;3.6;0;0.033333;0.03;0;0.83;0;0.1
surprise;220;6.2;4.4;0;0.066667;0;0.23;0;0.37;0.33
surprise;221;6.3;5.6;0;0;0.07;0.27;0;0.53;0.13
joy;221;5.4;6.2;0;0;0.13;0.53;0;0.33;0
sadness;221;2.2;3.6;0;0;0.12;0.02;0.83;0.02;0
disgust;222;3;4.1;0.1;0.466667;0.1;0;0.07;0.07;0.2
fear;222;3.6;3.2;0.1;0.066667;0.47;0.07;0.13;0.03;0.13
anger;222;6.1;5;0.07;0.066667;0;0.3;0.07;0.43;0.07
joy;222;7.4;5.1;0;0;0;0.63;0;0.23;0.13
sadness;222;4.6;4;0;0;0.07;0.03;0.7;0.07;0.13
surprise;222;7.7;5.9;0;0;0.03;0.53;0;0.37;0.07
sadness;223;2.6;2.9;0;0.022222;0.02;0.03;0.76;0.03;0.13
fear;223;1.8;3.9;0;0;0.47;0;0.37;0;0.17
joy;223;8.5;5.7;0;0;0;0.43;0;0.4;0.17
surprise;223;7.6;5.9;0;0;0.07;0.27;0;0.5;0.17
fear;224;1.7;4.8;0.13;0.066667;0.76;0;0.02;0;0.02
disgust;223;2.3;4.1;0.03;0.666667;0.07;0;0.1;0;0.13
anger;223;4.8;3.9;0;0;0.17;0.2;0.07;0.2;0.37
disgust;224;3.9;4.5;0;0.333333;0.07;0;0.23;0.07;0.3
anger;224;3.8;4.1;0;0.133333;0.07;0.07;0.43;0.03;0.27
joy;224;7.3;5.3;0;0;0;0.8;0;0;0.2
surprise;224;5.3;4.7;0.07;0.1;0.17;0.23;0.07;0.23;0.13
anger;225;6.1;5;0;0.033333;0;0.33;0.2;0.13;0.3
disgust;225;3;4.9;0.13;0.466667;0.07;0;0.07;0;0.27
sadness;224;4.5;5.3;0;0.133333;0;0.07;0.53;0;0.27
surprise;225;6.6;6.1;0;0;0;0.43;0.07;0.23;0.27
sadness;225;3.8;5.2;0;0.066667;0.07;0;0.73;0.07;0.07
joy;225;7.3;5.7;0;0;0;0.57;0;0.23;0.2
fear;225;3.4;5.3;0;0.266667;0.27;0.13;0.07;0.13;0.13
surprise;226;6.3;4.9;0;0;0;0.4;0.13;0.13;0.33
sadness;226;5.6;5.6;0;0;0;0.37;0.47;0.03;0.13
joy;226;6.7;4.4;0;0;0;0.47;0;0.2;0.33
anger;226;6;4.5;0.02;0;0.1;0.23;0.02;0.13;0.49
fear;226;3.3;5;0.03;0.233333;0.53;0.03;0.03;0;0.13
disgust;226;3.9;5.2;0.07;0.566667;0.07;0;0.07;0.03;0.2
anger;227;4.2;5.1;0;0.066667;0.33;0.07;0.2;0.1;0.23
disgust;227;3.5;4.6;0.1;0.466667;0.07;0.07;0.17;0;0.13
fear;227;2.7;4.1;0.06;0.388889;0.36;0;0.13;0;0.07
sadness;227;3.1;5.9;0.15;0.15;0.45;0;0.18;0.07;0
disgust;228;3.2;4.9;0.03;0.422222;0.02;0.07;0.19;0;0.27
surprise;227;6.9;5.1;0;0.066667;0;0.49;0;0.22;0.22
surprise;228;7.3;5.7;0;0.066667;0.07;0.6;0.07;0.2;0
joy;227;6.9;5.4;0.07;0;0.07;0.6;0.07;0.07;0.13
fear;228;1.9;5.7;0.18;0.233333;0.37;0;0.19;0;0.03
sadness;228;5.5;4.8;0;0;0;0.27;0.5;0.07;0.17
joy;228;7.1;4.4;0;0;0;0.77;0;0.1;0.13
anger;228;4.4;5.4;0.07;0;0.4;0.07;0.1;0.17;0.2
anger;229;4.7;5.2;0.07;0.133333;0.27;0;0.1;0.13;0.3
surprise;229;6.2;5.7;0;0;0.1;0.3;0;0.27;0.33
anger;230;4.6;6.3;0.53;0;0.13;0.07;0.07;0.07;0.13
joy;229;6.3;5.6;0;0.066667;0;0.5;0.07;0.17;0.2
disgust;229;2.9;4.4;0.03;0.7;0.02;0;0.19;0;0.06
sadness;229;4.9;5.6;0;0;0.02;0.1;0.76;0.1;0.02
disgust;230;3.6;4.8;0.07;0.4;0.23;0;0.1;0;0.2
fear;229;4.8;5.4;0.07;0;0.27;0.1;0;0.23;0.33
fear;230;4.6;5.6;0.03;0.133333;0.27;0.27;0.07;0.2;0.03
anger;231;5.5;4.9;0;0.2;0.03;0.1;0.17;0.07;0.43
sadness;230;3.8;4.2;0.02;0.033333;0.02;0;0.69;0.1;0.13
sadness;231;2.6;3.9;0.09;0.1;0.09;0;0.66;0;0.07
fear;231;4.1;5.8;0.02;0.166667;0.16;0.07;0;0.19;0.4
joy;230;7.3;5.3;0;0;0;0.47;0;0.37;0.17
surprise;230;7.2;6.2;0;0;0.07;0.66;0;0.26;0.02
disgust;231;1.8;3.2;0.03;0.666667;0;0;0.07;0;0.23
joy;231;4.5;5.4;0;0.066667;0.23;0.27;0;0.1;0.33
surprise;231;5.4;5.2;0;0.133333;0;0.29;0;0.36;0.22
sadness;232;3.8;4.8;0;0.166667;0;0.03;0.67;0;0.13
anger;232;4.9;6.9;0.27;0;0.07;0.03;0.13;0.27;0.23
surprise;232;6.1;5.4;0;0;0;0.33;0.02;0.19;0.46
disgust;232;4.3;5;0.02;0.522222;0.12;0.03;0;0.13;0.17
fear;232;1.7;5.9;0.17;0.135556;0.57;0;0.11;0.01;0
fear;233;1.4;6.1;0.14;0.088889;0.56;0;0.18;0.03;0
anger;233;5.1;3.1;0;0;0.27;0.13;0.07;0.03;0.5
disgust;233;6;4.6;0;0.066667;0.07;0.12;0;0.19;0.56
joy;232;7.5;5;0;0;0;0.73;0;0.13;0.13
anger;234;3.6;5;0;0.2;0.02;0.17;0.42;0;0.19
surprise;233;6.6;4.7;0;0;0.03;0.59;0.1;0.19;0.09
sadness;233;2.4;5.4;0;0.033333;0.1;0.03;0.83;0;0
joy;233;5.6;3.9;0;0;0.07;0.36;0.26;0.02;0.3
disgust;234;3.8;5.1;0;0.4;0.13;0.1;0.1;0.07;0.2
surprise;234;7.1;4.1;0;0;0.13;0.42;0.1;0.19;0.16
fear;234;1.6;6.4;0.08;0.205556;0.25;0.03;0.37;0.02;0.03
joy;234;7.1;3.4;0;0;0;0.69;0.03;0.02;0.26
sadness;234;3.4;4.7;0;0;0;0.13;0.67;0;0.2
anger;235;2.1;5.8;0.3;0.166667;0.47;0;0;0.03;0.03
anger;236;6.5;4.8;0;0.066667;0.07;0.53;0;0.13;0.2
joy;235;6.8;3;0;0;0;0.5;0.17;0.1;0.23
disgust;235;3.5;5.3;0.1;0.233333;0.07;0.07;0.13;0.03;0.37
fear;235;6.1;6.2;0;0;0.4;0.2;0.07;0.33;0
sadness;235;4.6;5.2;0.03;0.066667;0.03;0;0.32;0.02;0.52
disgust;236;1.5;5.2;0.15;0.194444;0.39;0.03;0.15;0.08;0
surprise;235;6.9;5.2;0.07;0;0;0.6;0;0.27;0.07
fear;236;4.8;5.4;0;0;0.07;0.2;0.13;0.1;0.5
surprise;236;8.2;4.5;0;0;0;0.63;0;0.1;0.27
joy;236;7.2;5.8;0;0;0;0.67;0.07;0.13;0.13
surprise;237;5;5.1;0.02;0.166667;0.26;0;0.02;0.2;0.33
fear;237;6.9;6.6;0;0;0.09;0.29;0;0.46;0.17
anger;237;6.5;6.2;0;0;0;0.37;0.1;0.13;0.4
sadness;236;4.1;3.7;0;0;0.03;0.1;0.53;0.1;0.23
disgust;237;5;5.3;0;0.366667;0;0.13;0;0.13;0.37
joy;237;7.4;4.9;0;0;0;0.5;0;0.13;0.37
sadness;237;1.8;4.6;0.19;0.066667;0.22;0;0.46;0;0.07
joy;238;5.4;4.8;0;0.266667;0;0.42;0;0.02;0.29
surprise;238;7.2;6;0;0;0;0.47;0;0.27;0.27
fear;238;2.8;5.6;0.2;0;0.49;0.07;0.22;0.02;0
disgust;238;1.5;5.1;0.02;0.25;0.12;0;0.55;0;0.07
sadness;238;2.8;4.4;0;0.066667;0.07;0;0.63;0.07;0.17
anger;238;5.9;5.3;0;0;0.13;0.17;0.1;0.3;0.3
disgust;239;1.5;6.2;0;0.466667;0.33;0;0.03;0.1;0.07
fear;239;5.3;5.3;0;0.066667;0.3;0.3;0.1;0.07;0.17
anger;239;4.9;5.2;0;0.066667;0.07;0.22;0.27;0.16;0.22
anger;240;8.4;6.1;0;0;0;0.6;0.03;0.23;0.13
disgust;240;3.6;5.4;0.17;0.366667;0;0.07;0.03;0.07;0.3
surprise;239;7.1;6.7;0.03;0;0;0.4;0;0.33;0.23
joy;239;7.9;3;0;0;0.07;0.56;0.09;0.19;0.1
joy;240;7.5;3.4;0;0.066667;0;0.63;0;0.1;0.2
fear;240;5.5;5.5;0.13;0.166667;0.17;0.13;0.07;0.23;0.1
surprise;240;8.1;3.6;0;0;0.07;0.57;0.03;0.13;0.2
sadness;239;6.8;3.7;0;0;0;0.37;0.2;0.17;0.27
sadness;240;2.2;4.5;0.07;0.266667;0.33;0.07;0.17;0;0.1
joy;241;7.1;5.6;0;0;0.07;0.37;0;0.2;0.37
fear;241;1.5;4.3;0.12;0.066667;0.56;0;0.19;0;0.07
anger;241;2;4.1;0.33;0;0.53;0;0.13;0;0
sadness;241;4.1;5.5;0;0;0.13;0.13;0.4;0.1;0.23
disgust;241;3.1;4.7;0.1;0.433333;0.07;0;0.07;0;0.33
fear;242;4.1;4.2;0.03;0.066667;0.57;0;0.07;0;0.27
disgust;242;2.9;4.4;0.1;0.3;0.43;0;0.03;0.07;0.07
surprise;241;4;4.3;0.07;0.266667;0.1;0.13;0.07;0.13;0.23
anger;242;2.9;4.4;0.37;0.166667;0.47;0;0;0;0
joy;242;5.4;4.7;0.07;0.166667;0.13;0.23;0;0.17;0.23
surprise;242;6.3;6.2;0;0.033333;0.3;0.27;0;0.27;0.13
anger;243;4.9;6.5;0.1;0.022222;0.36;0.07;0.02;0.17;0.27
sadness;242;3.7;5.2;0.33;0;0.03;0;0.57;0;0.07
sadness;243;3.8;5.3;0.07;0;0;0;0.83;0;0.1
joy;243;6.5;6.3;0;0;0;0.79;0;0.06;0.16
fear;243;5.1;5;0.13;0;0.27;0.07;0.2;0.07;0.27
surprise;243;5.3;6.3;0;0.133333;0.27;0.23;0;0.33;0.03
disgust;243;4;5.8;0.07;0.2;0.13;0;0.2;0.1;0.3
fear;244;5.3;4.3;0;0.033333;0.33;0.23;0;0.13;0.27
joy;244;7.5;3.8;0;0.066667;0;0.7;0.07;0.17;0
fear;245;6;3.9;0;0;0.13;0.2;0.13;0.2;0.33
disgust;244;3.2;3.5;0.07;0.555556;0;0.13;0.09;0.02;0.13
surprise;244;6.4;3.9;0;0;0.22;0.33;0.02;0.22;0.2
sadness;244;5;3.9;0;0;0.1;0.2;0.27;0;0.43
anger;244;6.9;5.5;0.07;0;0.1;0.37;0;0.27;0.2
disgust;245;1.1;4.8;0.07;0.733333;0.07;0;0.07;0;0.07
anger;245;6.8;4.7;0;0;0.03;0.37;0.03;0.17;0.4
surprise;245;7.6;5.3;0;0;0;0.73;0;0.13;0.13
surprise;246;6.3;6;0;0.033333;0.17;0.23;0;0.5;0.07
joy;245;6.8;5;0;0;0;0.47;0.07;0.13;0.33
joy;246;5.3;5;0;0;0.2;0.3;0.2;0;0.3
sadness;245;6.6;6.2;0;0;0.03;0.39;0.17;0.12;0.29
anger;246;4.6;6.2;0.1;0.1;0.23;0;0.23;0.1;0.23
sadness;246;5.2;5.4;0;0;0.07;0.27;0.13;0.17;0.37
disgust;246;5.1;5.7;0.13;0.133333;0.2;0.07;0;0.17;0.3
fear;246;5.7;5.8;0.03;0.066667;0.03;0.43;0;0.23;0.2
joy;247;6.3;5.6;0;0;0;0.39;0;0.29;0.32
disgust;247;3.4;3.7;0.07;0.466667;0;0.07;0;0.07;0.33
sadness;247;2.2;3.7;0;0.033333;0;0;0.8;0.1;0.07
surprise;247;6.1;5.1;0;0.033333;0;0.47;0;0.13;0.37
fear;247;2.7;3.8;0;0.366667;0.27;0;0.27;0;0.1
anger;247;2.2;4.6;0.1;0.1;0.5;0;0;0;0.3
anger;248;6.3;4.6;0;0;0;0.3;0;0.33;0.37
fear;248;2.7;3.8;0.22;0.133333;0.56;0;0;0;0.09
disgust;248;2.2;3.8;0;0.466667;0.27;0;0.07;0;0.2
fear;249;5.1;5.3;0.03;0;0.23;0.3;0.13;0.2;0.1
disgust;249;2;5.5;0;0.666667;0.2;0;0.07;0;0.07
joy;248;7.6;2.8;0;0;0;0.6;0;0.13;0.27
sadness;248;2.4;5.2;0.03;0.033333;0.13;0;0.73;0;0.07
surprise;248;7.9;2.7;0;0;0;0.53;0;0.27;0.2
surprise;249;4.6;5.3;0;0;0.27;0.03;0;0.3;0.4
